date,base_price,unit,region
2022-06-01,1.37,US$/pce,China
2022-06-01,0.86,US$/pce,China
2022-06-08,1.01,US$/pce,China
2022-06-08,1.36,US$/pce,China
2022-06-08,0.86,US$/pce,China
2022-06-15,1.01,US$/pce,China
2022-06-15,1.36,US$/pce,China
2022-06-15,0.85,US$/pce,China
2022-06-22,1.01,US$/pce,China
2022-06-22,1.36,US$/pce,China
2022-06-22,0.85,US$/pce,China
2022-06-29,1.02,US$/pce,China
2022-06-29,1.36,US$/pce,China
2022-06-29,0.86,US$/pce,China
2022-07-06,1.08,US$/pce,China
2022-07-06,1.42,US$/pce,China
2022-07-06,0.9,US$/pce,China
2022-07-13,1.08,US$/pce,China
2022-07-13,1.42,US$/pce,China
2022-07-13,0.9,US$/pce,China
2022-07-20,0.992,US$/pce,China
2022-07-20,1.47,US$/pce,China
2022-07-20,0.93,US$/pce,China
2022-07-27,0.992,US$/pce,China
2022-07-27,1.47,US$/pce,China
2022-07-27,0.93,US$/pce,China
2022-08-03,0.992,US$/pce,China
2022-08-03,1.47,US$/pce,China
2022-08-03,0.93,US$/pce,China
2022-08-10,0.992,US$/pce,China
2022-08-10,1.45,US$/pce,China
2022-08-10,0.93,US$/pce,China
2022-08-17,0.992,US$/pce,China
2022-08-17,1.45,US$/pce,China
2022-08-17,0.93,US$/pce,China
2022-08-24,0.992,US$/pce,China
2022-08-24,1.43,US$/pce,China
2022-08-24,0.9,US$/pce,China
2022-08-31,0.992,US$/pce,China
2022-08-31,1.44,US$/pce,China
2022-08-31,0.91,US$/pce,China
2022-09-07,0.992,US$/pce,China
2022-09-07,1.41,US$/pce,China
2022-09-07,0.89,US$/pce,China
2022-09-14,0.992,US$/pce,China
2022-09-14,1.41,US$/pce,China
2022-09-14,0.89,US$/pce,China
2022-09-21,0.992,US$/pce,China
2022-09-21,1.4,US$/pce,China
2022-09-21,0.89,US$/pce,China
2022-09-28,0.992,US$/pce,China
2022-09-28,1.4,US$/pce,China
2022-09-28,0.88,US$/pce,China
2022-10-05,0.992,US$/pce,China
2022-10-05,1.4,US$/pce,China
2022-10-05,0.88,US$/pce,China
2022-10-12,0.992,US$/pce,China
2022-10-12,1.38,US$/pce,China
2022-10-12,0.87,US$/pce,China
2022-10-19,0.992,US$/pce,China
2022-10-19,1.37,US$/pce,China
2022-10-19,0.87,US$/pce,China
2022-10-26,0.992,US$/pce,China
2022-10-26,1.37,US$/pce,China
2022-10-26,0.87,US$/pce,China
2022-11-02,0.953,US$/pce,China
2022-11-02,1.33,US$/pce,China
2022-11-02,0.85,US$/pce,China
2022-11-09,0.953,US$/pce,China
2022-11-09,1.33,US$/pce,China
2022-11-09,0.85,US$/pce,China
2022-11-16,0.954,US$/pce,China
2022-11-16,1.27,US$/pce,China
2022-11-16,0.87,US$/pce,China
2022-11-23,0.954,US$/pce,China
2022-11-23,1.27,US$/pce,China
2022-11-23,0.86,US$/pce,China
2022-11-30,0.922,US$/pce,China
2022-11-30,1.223,US$/pce,China
2022-11-30,0.85,US$/pce,China
2022-12-07,0.9,US$/pce,China
2022-12-07,1.16,US$/pce,China
2022-12-07,0.8,US$/pce,China
2022-12-14,0.9,US$/pce,China
2022-12-14,1.16,US$/pce,China
2022-12-14,0.8,US$/pce,China
2022-12-21,0.9,US$/pce,China
2022-12-21,1.16,US$/pce,China
2022-12-21,0.72,US$/pce,China
2022-12-28,0.622,US$/pce,China
2022-12-28,0.84,US$/pce,China
2022-12-28,0.65,US$/pce,China
2023-01-04,0.487,US$/pce,China
2023-01-04,0.641,US$/pce,China
2023-01-04,0.65,US$/pce,China
2023-01-11,0.471,US$/pce,China
2023-01-11,0.627,US$/pce,China
2023-01-18,0.55,US$/pce,China
2023-01-18,0.72,US$/pce,China
2023-01-25,0.55,US$/pce,China
2023-01-25,0.72,US$/pce,China
2023-02-01,0.629,US$/pce,China
2023-02-01,0.813,US$/pce,China
2023-02-08,0.813,US$/pce,China
2023-02-08,1.071,US$/pce,China
2023-02-15,0.813,US$/pce,China
2023-02-15,1.071,US$/pce,China
2023-02-22,0.807,US$/pce,China
2023-02-22,1.065,US$/pce,China
2023-03-01,0.807,US$/pce,China
2023-03-01,1.065,US$/pce,China
2023-03-08,0.792,US$/pce,China
2023-03-08,1.044,US$/pce,China
2023-03-15,0.837,US$/pce,China
2023-03-15,1.044,US$/pce,China
2023-03-22,0.837,US$/pce,China
2023-03-22,1.044,US$/pce,China
2023-03-29,0.837,US$/pce,China
2023-03-29,1.044,US$/pce,China
2023-04-05,0.837,US$/pce,China
2023-04-05,1.044,US$/pce,China
2023-04-12,0.825,US$/pce,China
2023-04-12,1.035,US$/pce,China
2023-04-19,0.819,US$/pce,China
2023-04-19,1.031,US$/pce,China
2023-04-26,0.801,US$/pce,China
2023-04-26,1.031,US$/pce,China
2023-05-03,0.801,US$/pce,China
2023-05-03,1.031,US$/pce,China
2023-05-10,0.691,US$/pce,China
2023-05-10,0.947,US$/pce,China
2023-05-17,0.579,US$/pce,China
2023-05-17,0.771,US$/pce,China
2023-05-24,0.532,US$/pce,China
2023-05-24,0.771,US$/pce,China
2023-05-31,0.49,US$/pce,China
2023-05-31,0.715,US$/pce,China
2023-06-07,0.441,US$/pce,China
2023-06-07,0.627,US$/pce,China
2023-06-14,0.351,US$/pce,China
2023-06-14,0.521,US$/pce,China
2023-06-21,0.35,US$/pce,China
2023-06-21,0.521,US$/pce,China
2023-06-28,0.35,US$/pce,China
2023-06-28,0.521,US$/pce,China
2023-07-05,0.347,US$/pce,China
2023-07-05,0.47,US$/pce,China
2023-07-12,0.354,US$/pce,China
2023-07-12,0.471,US$/pce,China
2023-07-19,0.347,US$/pce,China
2023-07-19,0.47,US$/pce,China
2023-07-26,0.353,US$/pce,China
2023-07-26,0.475,US$/pce,China
2023-08-02,0.369,US$/pce,China
2023-08-02,0.487,US$/pce,China
2023-08-09,0.369,US$/pce,China
2023-08-09,0.487,US$/pce,China
2023-08-16,0.39,US$/pce,China
2023-08-16,0.519,US$/pce,China
2023-08-23,0.418,US$/pce,China
2023-08-23,0.542,US$/pce,China
2023-08-30,0.418,US$/pce,China
2023-08-30,0.542,US$/pce,China
2023-09-06,0.418,US$/pce,China
2023-09-06,0.542,US$/pce,China
2023-09-06,0.474,US$/pce,China
2023-09-06,0.61,US$/pce,China
2023-09-13,0.418,US$/pce,China
2023-09-13,0.542,US$/pce,China
2023-09-13,0.477,US$/pce,China
2023-09-13,0.614,US$/pce,China
2023-09-20,0.418,US$/pce,China
2023-09-20,0.521,US$/pce,China
2023-09-20,0.475,US$/pce,China
2023-09-20,0.612,US$/pce,China
2023-09-27,0.382,US$/pce,China
2023-09-27,0.504,US$/pce,China
2023-09-27,0.437,US$/pce,China
2023-09-27,0.577,US$/pce,China
2023-10-04,0.382,US$/pce,China
2023-10-04,0.504,US$/pce,China
2023-10-04,0.44,US$/pce,China
2023-10-04,0.581,US$/pce,China
2023-10-11,0.346,US$/pce,China
2023-10-11,0.471,US$/pce,China
2023-10-11,0.395,US$/pce,China
2023-10-11,0.576,US$/pce,China
2023-10-18,0.336,US$/pce,China
2023-10-18,0.447,US$/pce,China
2023-10-18,0.394,US$/pce,China
2023-10-18,0.574,US$/pce,China
2023-10-25,0.299,US$/pce,China
2023-10-25,0.422,US$/pce,China
2023-10-25,0.342,US$/pce,China
2023-10-25,0.356,US$/pce,China
2023-10-25,0.479,US$/pce,China
2023-11-01,0.287,US$/pce,China
2023-11-01,0.41,US$/pce,China
2023-11-01,0.328,US$/pce,China
2023-11-01,0.342,US$/pce,China
2023-11-01,0.478,US$/pce,China
2023-11-08,0.287,US$/pce,China
2023-11-08,0.41,US$/pce,China
2023-11-08,0.33,US$/pce,China
2023-11-08,0.329,US$/pce,China
2023-11-08,0.474,US$/pce,China
2023-11-15,0.287,US$/pce,China
2023-11-15,0.41,US$/pce,China
2023-11-15,0.331,US$/pce,China
2023-11-15,0.332,US$/pce,China
2023-11-15,0.477,US$/pce,China
2023-11-22,0.287,US$/pce,China
2023-11-22,0.41,US$/pce,China
2023-11-22,0.337,US$/pce,China
2023-11-22,0.337,US$/pce,China
2023-11-22,0.477,US$/pce,China
2023-11-29,0.287,US$/pce,China
2023-11-29,0.412,US$/pce,China
2023-11-29,0.337,US$/pce,China
2023-11-29,0.294,US$/pce,China
2023-11-29,0.415,US$/pce,China
2023-12-06,0.276,US$/pce,China
2023-12-06,0.407,US$/pce,China
2023-12-06,0.281,US$/pce,China
2023-12-06,0.327,US$/pce,China
2023-12-06,0.473,US$/pce,China
2023-12-13,0.265,US$/pce,China
2023-12-13,0.395,US$/pce,China
2023-12-13,0.281,US$/pce,China
2023-12-13,0.319,US$/pce,China
2023-12-13,0.465,US$/pce,China
2023-12-20,0.252,US$/pce,China
2023-12-20,0.377,US$/pce,China
2023-12-20,0.314,US$/pce,China
2023-12-20,0.315,US$/pce,China
2023-12-20,0.462,US$/pce,China
2023-12-27,0.24,US$/pce,China
2023-12-27,0.377,US$/pce,China
2023-12-27,0.316,US$/pce,China
2023-12-27,0.309,US$/pce,China
2023-12-27,0.457,US$/pce,China
2024-01-03,0.24,US$/pce,China
2024-01-03,0.377,US$/pce,China
2024-01-03,0.316,US$/pce,China
2024-01-03,0.309,US$/pce,China
2024-01-03,0.457,US$/pce,China
2024-01-10,0.246,US$/pce,China
2024-01-10,0.377,US$/pce,China
2024-01-10,0.285,US$/pce,China
2024-01-10,0.438,US$/pce,China
2024-01-10,0.286,US$/pce,China
2024-01-10,0.439,US$/pce,China
2024-01-17,0.246,US$/pce,China
2024-01-17,0.377,US$/pce,China
2024-01-17,0.285,US$/pce,China
2024-01-17,0.438,US$/pce,China
2024-01-17,0.286,US$/pce,China
2024-01-17,0.439,US$/pce,China
2024-01-24,0.246,US$/pce,China
2024-01-24,0.377,US$/pce,China
2024-01-24,0.279,US$/pce,China
2024-01-24,0.433,US$/pce,China
2024-01-24,0.28,US$/pce,China
2024-01-24,0.434,US$/pce,China
2024-01-31,0.258,US$/pce,China
2024-01-31,0.377,US$/pce,China
2024-01-31,0.28,US$/pce,China
2024-01-31,0.433,US$/pce,China
2024-01-31,0.28,US$/pce,China
2024-01-31,0.434,US$/pce,China
2024-02-07,0.258,US$/pce,China
2024-02-07,0.377,US$/pce,China
2024-02-07,0.28,US$/pce,China
2024-02-07,0.433,US$/pce,China
2024-02-07,0.28,US$/pce,China
2024-02-07,0.433,US$/pce,China
2024-02-14,0.258,US$/pce,China
2024-02-14,0.377,US$/pce,China
2024-02-14,0.28,US$/pce,China
2024-02-14,0.433,US$/pce,China
2024-02-14,0.28,US$/pce,China
2024-02-14,0.433,US$/pce,China
2024-02-21,0.258,US$/pce,China
2024-02-21,0.377,US$/pce,China
2024-02-21,0.278,US$/pce,China
2024-02-21,0.431,US$/pce,China
2024-02-21,0.278,US$/pce,China
2024-02-21,0.431,US$/pce,China
2024-02-28,0.258,US$/pce,China
2024-02-28,0.377,US$/pce,China
2024-02-28,0.275,US$/pce,China
2024-02-28,0.424,US$/pce,China
2024-02-28,0.278,US$/pce,China
2024-02-28,0.431,US$/pce,China
2024-03-06,0.258,US$/pce,China
2024-03-06,0.377,US$/pce,China
2024-03-06,0.275,US$/pce,China
2024-03-06,0.424,US$/pce,China
2024-03-06,0.271,US$/pce,China
2024-03-06,0.424,US$/pce,China
2024-03-13,0.24,US$/pce,China
2024-03-13,0.334,US$/pce,China
2024-03-13,0.264,US$/pce,China
2024-03-13,0.403,US$/pce,China
2024-03-13,0.264,US$/pce,China
2024-03-13,0.417,US$/pce,China
2024-03-20,0.24,US$/pce,China
2024-03-20,0.334,US$/pce,China
2024-03-20,0.25,US$/pce,China
2024-03-20,0.389,US$/pce,China
2024-03-20,0.257,US$/pce,China
2024-03-20,0.41,US$/pce,China
2024-03-27,0.221,US$/pce,China
2024-03-27,0.308,US$/pce,China
2024-03-27,0.242,US$/pce,China
2024-03-27,0.339,US$/pce,China
2024-03-27,0.242,US$/pce,China
2024-03-27,0.373,US$/pce,China
2024-04-03,0.215,US$/pce,China
2024-04-03,0.302,US$/pce,China
2024-04-03,0.221,US$/pce,China
2024-04-03,0.339,US$/pce,China
2024-04-03,0.235,US$/pce,China
2024-04-03,0.373,US$/pce,China
2024-04-10,0.209,US$/pce,China
2024-04-10,0.271,US$/pce,China
2024-04-10,0.221,US$/pce,China
2024-04-10,0.318,US$/pce,China
2024-04-10,0.221,US$/pce,China
2024-04-10,0.345,US$/pce,China
2024-04-17,0.209,US$/pce,China
2024-04-17,0.271,US$/pce,China
2024-04-17,0.221,US$/pce,China
2024-04-17,0.318,US$/pce,China
2024-04-17,0.221,US$/pce,China
2024-04-17,0.318,US$/pce,China
2024-04-24,0.203,US$/pce,China
2024-04-24,0.265,US$/pce,China
2024-04-24,0.214,US$/pce,China
2024-04-24,0.317,US$/pce,China
2024-04-24,0.207,US$/pce,China
2024-04-24,0.317,US$/pce,China
2024-05-01,0.203,US$/pce,China
2024-05-01,0.265,US$/pce,China
2024-05-01,0.214,US$/pce,China
2024-05-01,0.317,US$/pce,China
2024-05-01,0.207,US$/pce,China
2024-05-01,0.317,US$/pce,China
2024-05-08,0.196,US$/pce,China
2024-05-08,0.265,US$/pce,China
2024-05-08,0.194,US$/pce,China
2024-05-08,0.29,US$/pce,China
2024-05-08,0.256,US$/pce,China
2024-05-08,0.194,US$/pce,China
2024-05-08,0.256,US$/pce,China
2024-05-08,0.304,US$/pce,China
2024-05-15,0.177,US$/pce,China
2024-05-15,0.246,US$/pce,China
2024-05-15,0.173,US$/pce,China
2024-05-15,0.269,US$/pce,China
2024-05-15,0.228,US$/pce,China
2024-05-15,0.173,US$/pce,China
2024-05-15,0.235,US$/pce,China
2024-05-15,0.276,US$/pce,China
2024-05-22,0.159,US$/pce,China
2024-05-22,0.233,US$/pce,China
2024-05-22,0.159,US$/pce,China
2024-05-22,0.256,US$/pce,China
2024-05-22,0.207,US$/pce,China
2024-05-22,0.152,US$/pce,China
2024-05-22,0.207,US$/pce,China
2024-05-22,0.249,US$/pce,China
2024-05-29,0.152,US$/pce,China
2024-05-29,0.227,US$/pce,China
2024-05-29,0.152,US$/pce,China
2024-05-29,0.235,US$/pce,China
2024-05-29,0.2,US$/pce,China
2024-05-29,0.152,US$/pce,China
2024-05-29,0.2,US$/pce,China
2024-05-29,0.248,US$/pce,China
2024-06-05,0.152,US$/pce,China
2024-06-05,0.221,US$/pce,China
2024-06-05,0.152,US$/pce,China
2024-06-05,0.227,US$/pce,China
2024-06-05,0.2,US$/pce,China
2024-06-05,0.152,US$/pce,China
2024-06-05,0.2,US$/pce,China
2024-06-05,0.234,US$/pce,China
2024-06-12,0.152,US$/pce,China
2024-06-12,0.221,US$/pce,China
2024-06-12,0.152,US$/pce,China
2024-06-12,0.227,US$/pce,China
2024-06-12,0.2,US$/pce,China
2024-06-12,0.152,US$/pce,China
2024-06-12,0.193,US$/pce,China
2024-06-12,0.228,US$/pce,China
2024-06-19,0.151,US$/pce,China
2024-06-19,0.227,US$/pce,China
2024-06-19,0.152,US$/pce,China
2024-06-19,0.227,US$/pce,China
2024-06-19,0.2,US$/pce,China
2024-06-19,0.151,US$/pce,China
2024-06-19,0.193,US$/pce,China
2024-06-19,0.227,US$/pce,China
2024-06-26,0.152,US$/pce,China
2024-06-26,0.221,US$/pce,China
2024-06-26,0.151,US$/pce,China
2024-06-26,0.227,US$/pce,China
2024-06-26,0.2,US$/pce,China
2024-06-26,0.151,US$/pce,China
2024-06-26,0.193,US$/pce,China
2024-06-26,0.227,US$/pce,China
2024-07-03,0.152,US$/pce,China
2024-07-03,0.221,US$/pce,China
2024-07-03,0.151,US$/pce,China
2024-07-03,0.227,US$/pce,China
2024-07-03,0.2,US$/pce,China
2024-07-03,0.151,US$/pce,China
2024-07-03,0.186,US$/pce,China
2024-07-03,0.227,US$/pce,China
2024-07-10,0.152,US$/pce,China
2024-07-10,0.221,US$/pce,China
2024-07-10,0.151,US$/pce,China
2024-07-10,0.227,US$/pce,China
2024-07-10,0.2,US$/pce,China
2024-07-10,0.151,US$/pce,China
2024-07-10,0.186,US$/pce,China
2024-07-10,0.22,US$/pce,China
2024-07-17,0.152,US$/pce,China
2024-07-17,0.221,US$/pce,China
2024-07-17,0.152,US$/pce,China
2024-07-17,0.227,US$/pce,China
2024-07-17,0.2,US$/pce,China
2024-07-17,0.152,US$/pce,China
2024-07-17,0.179,US$/pce,China
2024-07-17,0.22,US$/pce,China
2024-07-24,0.152,US$/pce,China
2024-07-24,0.221,US$/pce,China
2024-07-24,0.151,US$/pce,China
2024-07-24,0.227,US$/pce,China
2024-07-24,0.2,US$/pce,China
2024-07-24,0.151,US$/pce,China
2024-07-24,0.172,US$/pce,China
2024-07-24,0.22,US$/pce,China
2024-07-31,0.152,US$/pce,China
2024-07-31,0.213,US$/pce,China
2024-07-31,0.152,US$/pce,China
2024-07-31,0.215,US$/pce,China
2024-07-31,0.173,US$/pce,China
2024-07-31,0.152,US$/pce,China
2024-07-31,0.173,US$/pce,China
2024-07-31,0.215,US$/pce,China
2024-08-07,0.145,US$/pce,China
2024-08-07,0.208,US$/pce,China
2024-08-07,0.154,US$/pce,China
2024-08-07,0.216,US$/pce,China
2024-08-07,0.174,US$/pce,China
2024-08-07,0.154,US$/pce,China
2024-08-07,0.216,US$/pce,China
2024-08-07,0.174,US$/pce,China
2024-08-14,0.145,US$/pce,China
2024-08-14,0.208,US$/pce,China
2024-08-14,0.151,US$/pce,China
2024-08-14,0.21,US$/pce,China
2024-08-14,0.175,US$/pce,China
2024-08-14,0.154,US$/pce,China
2024-08-14,0.175,US$/pce,China
2024-08-14,0.217,US$/pce,China
2024-08-21,0.145,US$/pce,China
2024-08-21,0.208,US$/pce,China
2024-08-21,0.152,US$/pce,China
2024-08-21,0.211,US$/pce,China
2024-08-21,0.175,US$/pce,China
2024-08-21,0.152,US$/pce,China
2024-08-21,0.173,US$/pce,China
2024-08-21,0.211,US$/pce,China
2024-08-28,0.145,US$/pce,China
2024-08-28,0.208,US$/pce,China
2024-08-28,0.152,US$/pce,China
2024-08-28,0.211,US$/pce,China
2024-08-28,0.175,US$/pce,China
2024-08-28,0.152,US$/pce,China
2024-08-28,0.173,US$/pce,China
2024-08-28,0.211,US$/pce,China
2024-09-04,0.145,US$/pce,China
2024-09-04,0.208,US$/pce,China
2024-09-04,0.152,US$/pce,China
2024-09-04,0.211,US$/pce,China
2024-09-04,0.175,US$/pce,China
2024-09-04,0.152,US$/pce,China
2024-09-04,0.173,US$/pce,China
2024-09-04,0.211,US$/pce,China
2024-09-11,0.145,US$/pce,China
2024-09-11,0.208,US$/pce,China
2024-09-11,0.152,US$/pce,China
2024-09-11,0.211,US$/pce,China
2024-09-11,0.176,US$/pce,China
2024-09-11,0.152,US$/pce,China
2024-09-11,0.173,US$/pce,China
2024-09-11,0.211,US$/pce,China
2024-09-18,0.145,US$/pce,China
2024-09-18,0.208,US$/pce,China
2024-09-18,0.153,US$/pce,China
2024-09-18,0.212,US$/pce,China
2024-09-18,0.177,US$/pce,China
2024-09-18,0.152,US$/pce,China
2024-09-18,0.173,US$/pce,China
2024-09-18,0.211,US$/pce,China
2024-09-25,0.145,US$/pce,China
2024-09-25,0.208,US$/pce,China
2024-09-25,0.154,US$/pce,China
2024-09-25,0.214,US$/pce,China
2024-09-25,0.178,US$/pce,China
2024-09-25,0.154,US$/pce,China
2024-09-25,0.175,US$/pce,China
2024-09-25,0.211,US$/pce,China
2024-10-02,0.145,US$/pce,China
2024-10-02,0.208,US$/pce,China
2024-10-02,0.154,US$/pce,China
2024-10-02,0.214,US$/pce,China
2024-10-02,0.178,US$/pce,China
2024-10-02,0.154,US$/pce,China
